phantom,thickness,kvp_pair,noise_level,radius,pair_index,rmse_rel_rho,rmse_rel_z,selected_file,n_materials
Body-Abdomen,8,70-140,0.05,0.75,5,0.02935972299650706,0.20823977674236727,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,80-120,0.05,0.75,8,0.03853724454938328,0.20823977764788812,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,80-140,0.05,0.75,8,0.020578183510583322,0.2082397761855512,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-100,0.1,0.75,7,0.07924048664402934,0.2082397791220267,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-120,0.1,0.75,2,0.03913730666428563,0.20823978388752126,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-140,0.1,0.75,8,0.0485789016876519,0.20823977850520503,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,80-120,0.1,0.75,2,0.046569661803034845,0.20823978366049098,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,80-140,0.1,0.75,8,0.05191873532983227,0.20823977856411438,results/Saito/Saito-Body-8/saito_comparison_0.75_2025_08_09-19_27_04.json,9
Body-Abdomen,8,70-100,0.01,1.0,2,0.12112110416946838,0.20026685517324375,results/Tanaka/Tanaka-Body-8/tanaka_comparison_1_2025_08_21-13_59_21.json,14
Body-Abdomen,8,70-120,0.01,1.0,0,0.031952720417461423,0.20393561561886112,results/Tanaka/Tanaka-Body-8/tanaka_comparison_1_2025_08_21-13_59_21.json,14
Body-Abdomen,8,70-140,0.01,1.0,7,0.014611724545535727,0.20100415279438769,results/Tanaka/Tanaka-Body-8/tanaka_comparison_1_2025_08_21-13_59_21.json,14
Body-Abdomen,8,80-100,0.01,1.0,9,0.16827694628488163,0.20823978428282688,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-120,0.01,1.0,0,0.0705514462863299,0.2082397802360562,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-140,0.01,1.0,1,0.018922741348501353,0.2082397801762555,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,70-100,0.05,1.0,6,0.12177735963416567,0.20823977929815662,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,70-120,0.05,1.0,3,0.030538050695962122,0.2082397760481521,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,70-140,0.05,1.0,5,0.03212278565418527,0.20823977709119396,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-100,0.05,1.0,5,0.1310224895866323,0.2082397794720103,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-120,0.05,1.0,3,0.03305570738671016,0.2082397752123657,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-140,0.05,1.0,8,0.029769430620070328,0.2082397776066567,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,70-100,0.1,1.0,0,0.10885598168503266,0.2082397820904326,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,70-120,0.1,1.0,0,0.05048286898844353,0.2176539631152666,results/Tanaka/Tanaka-Body-8/tanaka_comparison_1_2025_08_21-13_59_21.json,14
Body-Abdomen,8,70-140,0.1,1.0,5,0.027846460495240696,0.20823977996749496,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-100,0.1,1.0,5,0.13847435242105832,0.20823978027425893,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-120,0.1,1.0,2,0.06945709136227741,0.20823977832712537,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Body-Abdomen,8,80-140,0.1,1.0,5,0.04452316977037271,0.2082397757196068,results/Saito/Saito-Body-8/saito_comparison_1_2025_08_09-19_44_46.json,9
Head-Abdomen,0.6,70-100,0.01,0.25,2,0.07556603817012976,0.22085905568816233,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-120,0.01,0.25,6,0.08772720847273151,0.2208590557445273,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-140,0.01,0.25,2,0.03271489408034648,0.22085905407503437,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-100,0.01,0.25,2,0.13549170672626215,0.22085905891916016,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-120,0.01,0.25,2,0.07001434400188039,0.2208590572879358,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-140,0.01,0.25,0,0.026086299224104364,0.22085905427451347,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-100,0.05,0.25,6,0.07677715628609072,0.22085905378275583,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-120,0.05,0.25,3,0.07229452314108109,0.22085906243630476,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-140,0.05,0.25,1,0.071095911558537,0.22085905677798692,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-100,0.05,0.25,3,0.25065049398660616,0.22085905768587352,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-120,0.05,0.25,3,0.10617174278624048,0.22085905196398586,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-140,0.05,0.25,1,0.06842904235473253,0.22085906743470415,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-100,0.1,0.25,7,0.15019543473922115,0.22085905940117212,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-120,0.1,0.25,2,0.07429017677169401,0.22085905444041165,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-140,0.1,0.25,5,0.07708764726225156,0.22085905252717228,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-100,0.1,0.25,3,0.20716090378023935,0.22085906770469485,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-120,0.1,0.25,2,0.15452266267895073,0.22085905800292566,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,80-140,0.1,0.25,9,0.15556415969516033,0.22085905878569356,results/Saito/Saito-Head-0.6/saito_comparison_0.25_2025_08_09-21_00_03.json,8
Head-Abdomen,0.6,70-100,0.01,0.5,4,0.11319797286237093,0.22085905749259643,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-120,0.01,0.5,0,0.032507796907794616,0.2208590558901577,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-140,0.01,0.5,4,0.022123070440794933,0.22085905481517165,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-120,0.01,0.5,8,0.04546725992939149,0.2208590584288512,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-140,0.01,0.5,0,0.026481745817585122,0.2208590562871948,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-100,0.05,0.5,0,0.10901002799717388,0.220859051686301,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-120,0.05,0.5,8,0.06501994435066635,0.22085905575140746,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-140,0.05,0.5,6,0.06602321412483772,0.22085905672624523,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-120,0.05,0.5,8,0.07717704406190794,0.22085905883073376,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-140,0.05,0.5,2,0.06728436261239865,0.22085905649063914,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-100,0.1,0.5,4,0.09413124936836217,0.22085905540960132,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-120,0.1,0.5,3,0.031089792526907765,0.22085905607024395,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-140,0.1,0.5,6,0.09052358803574649,0.22085905460961436,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-120,0.1,0.5,3,0.05885544732546848,0.22085905844759002,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,80-140,0.1,0.5,4,0.05889241938001023,0.22085906266342833,results/Saito/Saito-Head-0.6/saito_comparison_0.5_2025_08_09-21_15_58.json,8
Head-Abdomen,0.6,70-100,0.01,0.75,3,0.11936622364117973,0.22085905738798317,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-120,0.01,0.75,2,0.05993253715824813,0.2208590571541838,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-140,0.01,0.75,7,0.03916099389545142,0.22085905483613444,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-120,0.01,0.75,8,0.0722368219219866,0.22085905869307942,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-140,0.01,0.75,7,0.045661336947008226,0.2208590585023938,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-100,0.05,0.75,5,0.14163803012461532,0.22085905410265788,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-120,0.05,0.75,5,0.05119360660035568,0.2208590486324526,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-140,0.05,0.75,6,0.058784394317368434,0.2208590561663878,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-120,0.05,0.75,2,0.10377201911601425,0.22085906042220946,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-140,0.05,0.75,2,0.056422366482495497,0.22085905668306047,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-100,0.1,0.75,3,0.09652286501035436,0.22085905457370572,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-120,0.1,0.75,0,0.034574326714449224,0.2208590540397041,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-140,0.1,0.75,1,0.06709580808606432,0.2208590535565354,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-120,0.1,0.75,4,0.061887651489843605,0.22085905978725462,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,80-140,0.1,0.75,1,0.049352771156657656,0.22085905765548255,results/Saito/Saito-Head-0.6/saito_comparison_0.75_2025_08_09-21_32_10.json,8
Head-Abdomen,0.6,70-100,0.01,1.0,2,0.13436955646630772,0.22085905977269857,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-120,0.01,1.0,2,0.08408026218588602,0.2208590577848275,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-140,0.01,1.0,7,0.08702551847905694,0.2208590555890509,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-100,0.01,1.0,6,0.1713769046418234,0.22085906262032048,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-120,0.01,1.0,2,0.10455506869895165,0.2208590619934514,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-140,0.01,1.0,7,0.06701870631278405,0.22085905848320264,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-100,0.05,1.0,7,0.1313101040528694,0.22085906079477802,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-120,0.05,1.0,8,0.08364969272889841,0.22085905577127396,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-140,0.05,1.0,3,0.061240468178586104,0.2208590582407286,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-100,0.05,1.0,7,0.1405230751902354,0.22085906050431023,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-120,0.05,1.0,5,0.1118306346412043,0.22085905942564335,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-140,0.05,1.0,3,0.06880687160825223,0.220859058872681,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-100,0.1,1.0,3,0.11529037926545135,0.22085905731382552,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-120,0.1,1.0,0,0.06398093568406019,0.2208590534775782,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,70-140,0.1,1.0,4,0.04842131516206413,0.2208590529186889,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-100,0.1,1.0,3,0.16586186612719836,0.2208590665883663,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-120,0.1,1.0,0,0.0936226116238019,0.22085905949187246,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,0.6,80-140,0.1,1.0,8,0.08977503200159552,0.2208590621038389,results/Saito/Saito-Head-0.6/saito_comparison_1_2025_08_09-21_49_50.json,8
Head-Abdomen,1,70-100,0.01,0.25,3,0.10695558472677406,0.22085905491114063,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-120,0.01,0.25,1,0.06119799602889266,0.2208590546745382,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-140,0.01,0.25,3,0.03172913555428623,0.22085905297609845,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-120,0.01,0.25,8,0.06062681252124203,0.22085905788651142,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-140,0.01,0.25,3,0.0580113692062233,0.2208590559254699,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-100,0.05,0.25,7,0.1653703981644067,0.22085906006794767,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-120,0.05,0.25,0,0.08570757916409522,0.22085906321866466,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-140,0.05,0.25,4,0.0885172898579489,0.22085905733419814,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-120,0.05,0.25,7,0.08544333449986376,0.2208590589448038,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-140,0.05,0.25,4,0.0885172898579489,0.2208590546735683,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-100,0.1,0.25,4,0.14510110008452573,0.22085906148596018,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-120,0.1,0.25,9,0.16858441404464403,0.2208590597886864,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-140,0.1,0.25,4,0.09699964044503402,0.22085905768208755,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-120,0.1,0.25,5,0.1693222778190418,0.22085906047380569,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,80-140,0.1,0.25,4,0.09699964044503402,0.2208590571424058,results/Saito/Saito-Head-1/saito_comparison_0.25_2025_08_12-14_07_21.json,8
Head-Abdomen,1,70-100,0.01,0.5,4,0.13232937940458722,0.2208590573986337,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-120,0.01,0.5,1,0.03271113138116721,0.22085905514407214,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-140,0.01,0.5,9,0.01916272972050538,0.22085905584402774,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-120,0.01,0.5,1,0.053366284576225054,0.22085905886767107,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-140,0.01,0.5,2,0.02330345417575077,0.220859054328708,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-100,0.05,0.5,4,0.18815071401281772,0.22085906039535802,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-120,0.05,0.5,0,0.04041946520280102,0.22085905400096212,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-140,0.05,0.5,2,0.0503350283798684,0.22085905520299218,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-120,0.05,0.5,0,0.04760509815274789,0.22085905998224367,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-140,0.05,0.5,8,0.06922780678121991,0.22085905437651354,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-100,0.1,0.5,4,0.15990471910453066,0.22085906757545007,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-120,0.1,0.5,2,0.053197582483287306,0.2208590515059736,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-140,0.1,0.5,0,0.08378235170647992,0.22085905600756175,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-120,0.1,0.5,9,0.0747736788463873,0.22085905889737353,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,80-140,0.1,0.5,6,0.10525345041475574,0.2208590581856062,results/Saito/Saito-Head-1/saito_comparison_0.5_2025_08_12-14_22_25.json,8
Head-Abdomen,1,70-100,0.01,0.75,2,0.13634725456639693,0.22085905747286966,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-120,0.01,0.75,6,0.06455285256995226,0.22085905705920272,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-140,0.01,0.75,8,0.04941131173877976,0.2208590555802387,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-120,0.01,0.75,7,0.0837214069255022,0.22085905930726038,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-140,0.01,0.75,7,0.05820002265836015,0.22085905907163386,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-100,0.05,0.75,6,0.11420430710729652,0.2208590610199698,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-120,0.05,0.75,4,0.06492463879132811,0.22085905509629286,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-140,0.05,0.75,9,0.04976184126407429,0.2208590526336385,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-120,0.05,0.75,2,0.09359774802581762,0.22085905699462144,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-140,0.05,0.75,7,0.0653755527681559,0.22085905443943032,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-100,0.1,0.75,6,0.11739806979326708,0.22085905762144772,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-120,0.1,0.75,3,0.053556018389953275,0.2208590521095909,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-140,0.1,0.75,5,0.05259334008541959,0.22085905335408018,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-120,0.1,0.75,8,0.06653717918352652,0.22085905264582198,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,80-140,0.1,0.75,5,0.07294766835926283,0.22085905296041708,results/Saito/Saito-Head-1/saito_comparison_0.75_2025_08_12-14_38_48.json,8
Head-Abdomen,1,70-100,0.01,1.0,1,0.1504014755088423,0.22085905916735024,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-120,0.01,1.0,7,0.0845906860092855,0.22085905637775669,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-140,0.01,1.0,8,0.08925872655296797,0.22085905748675178,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-100,0.01,1.0,1,0.18359064197695357,0.2208590623400051,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-120,0.01,1.0,7,0.10140399230766622,0.22085906037495573,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-140,0.01,1.0,7,0.09522062306683012,0.22085905922395732,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-100,0.05,1.0,1,0.10653047367574556,0.2208590538785171,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-120,0.05,1.0,3,0.06007932437114712,0.22085905621765584,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-140,0.05,1.0,7,0.05795458087043482,0.22085905814240103,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-100,0.05,1.0,1,0.15015180482124854,0.22085906120183016,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-120,0.05,1.0,3,0.09704889810775526,0.2208590609992407,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-140,0.05,1.0,7,0.07351372657467276,0.2208590569110459,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-100,0.1,1.0,3,0.11652996794994325,0.2208590570992725,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-120,0.1,1.0,3,0.045619506305019396,0.22085905116653198,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,70-140,0.1,1.0,6,0.05190773096336367,0.22085905360228697,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-100,0.1,1.0,1,0.12026946975839163,0.2208590618508224,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-120,0.1,1.0,3,0.07212624272150814,0.22085905210705992,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1,80-140,0.1,1.0,6,0.056075394928895496,0.22085905575272427,results/Saito/Saito-Head-1/saito_comparison_1_2025_08_12-14_56_49.json,8
Head-Abdomen,1.5,70-100,0.01,0.25,7,0.08586208301243078,0.22085905961290153,results/Saito/Saito-Head-1.5/saito_comparison_0.25_2025_08_12-15_18_37.json,8
Head-Abdomen,1.5,70-120,0.01,0.25,4,0.09588543426335153,0.22085905505616898,results/Saito/Saito-Head-1.5/saito_comparison_0.25_2025_08_12-15_18_37.json,8
Head-Abdomen,1.5,70-140,0.01,0.25,1,0.04586691566633241,0.22085905538164607,results/Saito/Saito-Head-1.5/saito_comparison_0.25_2025_08_12-15_18_37.json,8
Head-Abdomen,1.5,80-120,0.01,0.25,7,0.054682981133995785,0.22085905663296743,results/Saito/Saito-Head-1.5/saito_comparison_0.25_2025_08_12-15_18_37.json,8
